TexteA,TextB,TextAPT,TextBPT,TFIDF,Jaccard_Distance,Levenshtein_Distance,NGram-Similarity,EXPECTED,RESULT,Score Keywords
U.S. Sen. Sheldon Whitehouse says no one should eat more than one serving of freshwater fish per month caught in Rhode Island because of mercury pollution,U.S. Senate candidate Barry Hinckley says incumbent Sen. Sheldon Whitehouse voted for a $525-billion tax hike on the middle class,us sen sheldon whitehouse one eat one serving freshwater fish per month caught rhode island mercury pollution ,us senate candidate barry hinckley incumbent sen sheldon whitehouse voted 525billion tax hike middle class ,0.14,0.6923076923076923,86,0.05555555555555555,N,N,0.0633548122219654
Barack Obama says economists' studies don't back up Mitt Romney's tax promises,"Mitt Romney’s tax cut proposal blasted by New Jersey Democrats for using $2,000 middle-class tax hike to cover $5 trillion in tax cuts for the rich",barack obama economists studies dont back mitt romneys tax promises ,mitt romneys tax cut proposal blasted new jersey democrats using 2000 middleclass tax hike cover 5 trillion tax cuts rich ,0.2,0.6666666666666666,93,0.2,N,N,1.0
Did Barack Obama accrue more debt in half the time as George Bush?,Gov. Rick Perry says the national debt is increasing by more than $4 billion each day,barack obama accrue debt half time george bush ,gov rick perry national debt increasing 4 billion day ,0.07,0.6086956521739131,39,0.0,N,N,0.0
Jeanne Shaheen says Scott Brown backed bill to let employers use religious opt-out on mammograms,Jeanne Shaheen says Scott Brown backed measure to let employers deny women birth control coverage,jeanne shaheen scott brown backed bill let employers use religious optout mammograms ,jeanne shaheen scott brown backed measure let employers deny women birth control coverage ,0.39,0.9565217391304348,33,0.38461538461538464,N,,1.0000000000000002
Dem recall candidate Tom Barrett says GOP Wisconsin Gov. Scott Walker ''caused'' top job losses in U.S.,Wisconsin Gov. Scott Walker says the state's jobs data is unreliable,dem recall candidate tom barrett gop wisconsin gov scott walker caused top job losses us ,wisconsin gov scott walker states jobs data unreliable ,0.23,0.9047619047619048,59,0.2222222222222222,N,N,0.33517574332792605
Brendan Doherty says most of the David Cicilline campaign is funded by big political action committees,R.I. congressional candidate John Matson says U.S. Rep. James Langevin is still paying off debt from his 1994 campaign for secretary of state,brendan doherty david cicilline campaign funded big political action committees ,ri congressional candidate john matson us rep james langevin still paying debt one thousand nine hundred ninetyfour campaign secretary state ,0.04,0.9545454545454546,104,0.0,N,N,0.7092972666062738
Tim Kaine correctly notes Richard Nixon released tax returns despite audit,"Most GOP nominees since 1970s have released their tax returns, Fox's Chris Wallace says",tim kaine correctly notes richard nixon released tax returns despite audit ,gop nominees since 1970s released tax returns foxs chris wallace ,0.17,0.6538461538461539,45,0.0,N,N,0.33609692727625756
Marco Rubio says majority of Florida undocumented immigrants overstayed visas,Cruz says 40 percent of illegal immigrants have overstayed visas,marco rubio majority florida undocumented immigrants overstayed visas ,cruz forty percent illegal immigrants overstayed visas ,0.25,0.8181818181818182,29,0.0,ST,N,1.0
Ken Block knocks Republican Allan Fung's donations to controversial Democrats,"Gubernatorial candidate Mayor Allan Fung says his administration created over 1,000 jobs in Cranston",ken block knocks republican allan fungs donations controversial democrats ,gubernatorial candidate mayor allan fung administration created 1000 jobs cranston ,0.06,0.7083333333333334,57,0.0,N,N,0.0
Bill Clinton says Barack Obama cut taxes for 95 percent of people through stimulus,Tax cut for 95 percent? The stimulus made it so,bill clinton barack obama cut taxes ninetyfive percent people stimulus ,tax cut ninetyfive percent stimulus made ,0.36,0.8095238095238095,41,0.0,ST,ST,0.3360969272762575
Rick Scott says health insurance premiums will increase under health care law,Walker: Study says health law will raise premiums in Wisconsin exchanges 82 percent,rick scott health insurance premiums increase health care law ,walker study health law raise premiums wisconsin exchanges eightytwo percent ,0.24,0.8095238095238095,44,0.0,ST,N,1.0000000000000002
U.S. Senate candidate Barry Hinckley says Obama administration gave $1.5 billion to Egypt's Muslim Brotherhood,U.S. Senate candidate Barry Hinckley says 80 percent of Egyptians oppose receiving foreign aid from the United States,us senate candidate barry hinckley obama administration gave 15 billion egypts muslim brotherhood ,us senate candidate barry hinckley eighty percent egyptians oppose receiving foreign aid united states ,0.23,0.8333333333333334,56,0.38461538461538464,ST,N,0.5368927118515179
Did Scott Walker flip-flop on a immigration and a pathway to citizenship?,Columnist Gail Collins blames Gov. Scott Walker for teacher's lost job,scott walker flipflop immigration pathway citizenship ,columnist gail collins blames gov scott walker teachers lost job ,0.15,0.6666666666666666,52,0.0,N,N,0.0
"Problems at Rick Scott's new health care business, Solantic, alleged in new ad",Does Rick Scott invoking the Fifth Amendment imply guilt?,problems rick scotts new health care business solantic alleged new ad ,rick scott invoking fifth amendment imply guilt ,0.06,0.782608695652174,51,0.0,N,N,1.0000000000000004
Brendan Doherty says most of the David Cicilline campaign is funded by big political action committees,Providence crime rates during the David Cicilline administration - revisited,brendan doherty david cicilline campaign funded big political action committees ,providence crime rates david cicilline administration revisited ,0.14,0.7142857142857143,49,0.125,N,N,0.0
"Rep. Tim Ryan says Rep. Paul Ryan's Medicare proposal will cost patients $6,000 more a year","Barack Obama ad says Paul Ryan’s Medicare plan could raise costs for Medicare beneficiaries by $6,000 each",rep tim ryan rep paul ryans medicare proposal cost patients 6000 year ,barack obama ad paul ryans medicare plan could raise costs medicare beneficiaries 6000 ,0.21,0.8571428571428571,51,0.14285714285714285,E*,N,0.2798280652432878
Can't grow hemp in the United States?,Was Suzanne Bonamici the sole no vote in the Senate on a drunk driving bill?,cant grow hemp united states ,suzanne bonamici sole vote senate drunk driving bill ,0.0,0.6363636363636364,41,0.0,N,N,0.0
Florida Republican Party says state has had 39 consecutive months of job growth,Rick Scott correct that Florida created 1 million jobs on his watch,florida republican party state thirtynine consecutive months job growth ,rick scott correct florida created one million jobs watch ,0.06,0.75,52,0.0,N,N,0.5797386715376658
"House Speaker John Boehner says Obama's economists figure stimulus cost at $278,000 per job","Stimulus jobs cost taxpayers $278,000 each, GOP committee says in claim against Dem Wis. Rep. Ron Kind",house speaker john boehner obamas economists figure stimulus cost 278000 per job ,stimulus jobs cost taxpayers 278000 gop committee claim dem wis rep ron kind ,0.14,0.7857142857142857,66,0.0,ST,N,0.44943641652398214
"Rhode Island Rep. Christopher Blazejewski says 32 states, District of Columbia allow early voting",State Rep. Blazejewski says Rhode Island law made white lies misdemeanors if transmitted on the Internet.,rhode island rep christopher blazejewski thirtytwo states district columbia allow early voting ,state rep blazejewski rhode island law made white lies misdemeanors transmitted internet ,0.2,0.7916666666666666,75,0.0,N,N,0.0
Brendan Doherty says most of the David Cicilline campaign is funded by big political action committees,U.S. Rep. David Cicilline says women earn only 77 percent of what men earn in the same job,brendan doherty david cicilline campaign funded big political action committees ,us rep david cicilline women earn seventyseven percent men earn job ,0.1,0.782608695652174,55,0.0,N,N,0.0
"U. S. Rep. David Cicilline says that when he was mayor of Providence, the city’s internal auditor was not blocked from accessing financial records","Brendan Doherty says U.S. Rep. David Cicilline, as Providence mayor, “espoused a sanctuary city”",u rep david cicilline mayor providence citys internal auditor blocked accessing financial records ,brendan doherty us rep david cicilline providence mayor espoused sanctuary city ,0.28,0.8181818181818182,69,0.25,N,N,0.0
"Newt Gingrich says Barack Obama has killed jobs in energy, manufacturing",Newt Gingrich says unemployment only dropped because of people who stopped looking for work,newt gingrich barack obama killed jobs energy manufacturing ,newt gingrich unemployment dropped people stopped looking work ,0.14,0.782608695652174,42,0.1111111111111111,N,N,0.6569729210330907
R.I. congressional candidate John Matson says U.S. Rep. James Langevin is still paying off debt from his 1994 campaign for secretary of state,U.S. Rep. James Langevin says foster children are more likely to be victims of identity theft,ri congressional candidate john matson us rep james langevin still paying debt one thousand nine hundred ninetyfour campaign secretary state ,us rep james langevin foster children likely victims identity theft ,0.17,0.9130434782608695,101,0.21428571428571427,N,N,0.0
Pants on Fire: Claim there were over 600 reports of Trump votes getting counted for Marco Rubio,"Frank Luntz says 'Team Trump' has accused Ted Cruz of fraud in Texas, 8 other states",pants fire claim six hundred reports trump votes getting counted marco rubio ,frank luntz team trump accused ted cruz fraud texas eight states ,0.05,0.782608695652174,58,0.0,N,N,0.5797386715376658
Is Scott Walker right that there are more people working than ever?,Scott Walker says Wisconsin third in Midwest in jobs created,scott walker right people working ever ,scott walker wisconsin third midwest jobs created ,0.18,0.6666666666666666,30,0.0,N,N,0.3799783615910079
"Mitt Romney's plan would cut taxes for millionaires while raising them for the middle class, says Martin O'Malley",Joe Biden says Mitt Romney’s plan will raise taxes on Social Security benefits,mitt romneys plan would cut taxes millionaires raising middle class martin omalley ,joe biden mitt romneys plan raise taxes social security benefits ,0.23,0.7727272727272727,60,0.18181818181818182,ST,N,0.44943641652398214
R.I. Bishop Thomas Tobin says abortions make up 94% of Planned Parent services for pregnant women,"97% of Planned Parenthood's work is mammograms, preventive care, O'Malley says",ri bishop thomas tobin abortions make 94 planned parent services pregnant women ,97 planned parenthoods work mammograms preventive care omalley ,0.05,0.8333333333333334,60,0.0,ST,N,0.2910691023819054
"Sen. Sheldon Whitehouse says U.S. spends 18 percent of its GDP on healthcare, far more than other nations","U.S. Sen. Sheldon Whitehouse says proposal would keep Social Security, solvent through 2033, alive for 75 additional years",sen sheldon whitehouse us spends eighteen percent gdp healthcare far nations ,us sen sheldon whitehouse proposal would keep social security solvent 2033 alive seventyfive additional years ,0.19,0.7083333333333334,66,0.125,N,N,0.23790309463326234
Republican U.S. Senate candidate Barry Hinckley says decision to uphold Obama health plan will add trillions of dollars in debt,U.S. Senate candidate Barry Hinckley says Sen. Sheldon Whitehouse will have added nearly $8 trillion to the national debt during his first term,republican us senate candidate barry hinckley decision uphold obama health plan add trillions dollars debt ,us senate candidate barry hinckley sen sheldon whitehouse added nearly 8 trillion national debt first term ,0.25,0.8181818181818182,60,0.2777777777777778,E,N,0.38087260847594373
"Self-defense deaths in Florida have increased dramatically since 'stand your ground' became law in 2005, lawmaker claims",Radio ad by Democratic PAC blames Trayvon Martin death on Florida's 'stand your ground' law,selfdefense deaths florida increased dramatically since stand ground became law 2005 lawmaker claims ,radio ad democratic pac blames trayvon martin death floridas stand ground law ,0.14,0.7692307692307693,76,0.07692307692307693,ST,N,0.3360969272762575
Wisconsin Gov. Scott Walker says Democratic senators “rammed through” repair bill without hearings in 2009,Wisconsin state Sen. Jon Erpenbach claims there is no urgency to pass budget repair bill,wisconsin gov scott walker democratic senators rammed repair bill without hearings two thousand nine ,wisconsin state sen jon erpenbach claims urgency pass budget repair bill ,0.14,0.8260869565217391,69,0.0,ST,N,0.7765145304745156
Has Scott Walker changed his view on ethanol mandates?,Scott Walker disavows support for path to citizenship,scott walker changed view ethanol mandates ,scott walker disavows support path citizenship ,0.2,0.7619047619047619,28,0.0,N,N,0.0
Gina Raimondo says Providence taxes rose nearly 27 percent under Mayor Angel Taveras,"Mayor Angel Taveras says crime rate, shootings have decreased in Providence",gina raimondo providence taxes rose nearly twentyseven percent mayor angel taveras ,mayor angel taveras crime rate shootings decreased providence ,0.27,0.85,63,0.1111111111111111,N,N,0.0
"Wisconsin Gov. Scott Walker says an alternative to state employee health and pension changes is bumping 200,000 children out of Medicaid",Fitzgerald: Wisconsin legislators would have to give up the same amount of pay as other state employees,wisconsin gov scott walker alternative state employee health pension changes bumping 200000 children medicaid ,fitzgerald wisconsin legislators would give amount pay state employees ,0.1,0.7307692307692307,85,0.0,N,N,1.0000000000000002
Is the ''Ground Zero Mosque'' at Ground Zero?,Mayor Michael Bloomberg argues against ''no-mosque zone''; says there's already a mosque four blocks from Ground Zero,ground zero mosque ground zero ,mayor michael bloomberg argues nomosque zone theres already mosque four blocks ground zero ,0.35,0.5454545454545454,63,0.0,ST,N,0.7765145304745156
Brendan Doherty says most of the David Cicilline campaign is funded by big political action committees,"Brendan Doherty says U.S. Rep. David Cicilline, when he was a state representative, opposed mandatory sentences for people convicted of domestic violence and child abuse",brendan doherty david cicilline campaign funded big political action committees ,brendan doherty us rep david cicilline state representative opposed mandatory sentences people convicted domestic violence child abuse ,0.18,0.9047619047619048,80,0.07142857142857142,N,N,0.0
Ryan says wealthy taxpayers get most of the deductions in the tax code,Joe Biden says Mitt Romney’s plan will raise taxes on Social Security benefits,ryan wealthy taxpayers get deductions tax code ,joe biden mitt romneys plan raise taxes social security benefits ,0.0,0.6956521739130435,52,0.0,N,N,0.20199309249791833
Did Scott Walker flip-flop on how budget shortfalls are measured??,Scott Walker disavows support for path to citizenship,scott walker flipflop budget shortfalls measured ,scott walker disavows support path citizenship ,0.2,0.6956521739130435,28,0.0,N,N,0.0
"60 Plus Association, with spokesman Pat Boone, says the IPAB is like ''a Medicare IRS''",Rep. Allen West turns to talking points on 2010 health care law,sixty plus association spokesman pat boone ipab like medicare irs ,rep allen west turns talking points two thousand ten health care law ,0.0,0.6818181818181818,53,0.0,N,N,0.23773923857522397
Rebecca Kleefisch says Wisconsin ranks first among states in manufacturing jobs per capita,Scott Walker says 2013 job growth in Wisconsin was best since 1990s,rebecca kleefisch wisconsin ranks first among states manufacturing jobs per capita ,scott walker two thousand thirteen job growth wisconsin best since 1990s ,0.05,0.72,67,0.0,ST,N,0.2605556710562624
Nancy Pelosi says more private sector jobs created in 2010 than in eight years under Bush,Nancy Pelosi says jobs increased faster in 2010 than in eight years under Bush,nancy pelosi private sector jobs created two thousand ten eight years bush ,nancy pelosi jobs increased faster two thousand ten eight years bush ,0.65,0.9090909090909091,21,0.5,E,E,0.4112070550676187
"John Boehner says Keystone XL pipeline would create 100,000 jobs",Thune says Keystone XL pipeline has minimal impact on environment,john boehner keystone xl pipeline would create 100000 jobs ,thune keystone xl pipeline minimal impact environment ,0.24,0.68,32,0.25,ST,N,0.35630042933313816
R.I. congressional candidate John Matson says U.S. Rep. James Langevin is still paying off debt from his 1994 campaign for secretary of state,U.S. Senate candidate Barry Hinckley says Sen. Sheldon Whitehouse will have added nearly $8 trillion to the national debt during his first term,ri congressional candidate john matson us rep james langevin still paying debt one thousand nine hundred ninetyfour campaign secretary state ,us senate candidate barry hinckley sen sheldon whitehouse added nearly 8 trillion national debt first term ,0.1,0.72,98,0.0,N,N,0.0
Scott Walker says typical property tax bill this year will be lower than in 2010,Scott Walker claims credit for $816 in property tax savings over ''where things were headed'',scott walker typical property tax bill year lower two thousand ten ,scott walker claims credit 816 property tax savings things headed ,0.24,0.6923076923076923,41,0.0,N,N,1.0
"On supporting 2015 right to work legislation, a Scott Walker reversal",Did Scott Walker say forced ultrasounds to get an abortion are 'a cool thing'?,supporting two thousand fifteen right work legislation scott walker reversal ,scott walker forced ultrasounds get abortion cool thing ,0.13,0.8571428571428571,57,0.0,N,N,0.0
U.S. Senate candidate Barry Hinckley says 80 percent of Egyptians oppose receiving foreign aid from the United States,"U.S. Senate candidate Barry Hinckley says the nation's tax code is 80,000 pages",us senate candidate barry hinckley eighty percent egyptians oppose receiving foreign aid united states ,us senate candidate barry hinckley nations tax code 80000 pages ,0.27,0.7916666666666666,52,0.45454545454545453,N,N,0.0
Rep. Brett Hulsey says Wisconsin has created fewer jobs every year Scott Walker has been governor,Is Scott Walker right that there are more people working than ever?,rep brett hulsey wisconsin created fewer jobs every year scott walker governor ,scott walker right people working ever ,0.14,0.7391304347826086,59,0.0,N,N,0.4494364165239821
Has Scott Walker changed his view on ethanol mandates?,Scott Walker wants to cut college budgets by 13% and spend $500 million for an NBA arena?,scott walker changed view ethanol mandates ,scott walker wants cut college budgets 13 spend 500 million nba arena ,0.14,0.64,44,0.0,N,N,0.0
"Despite deliberate actions, Scott Walker calls change to university mission a ''drafting error''",Scott Walker wants to cut college budgets by 13% and spend $500 million for an NBA arena?,despite deliberate actions scott walker calls change university mission drafting error ,scott walker wants cut college budgets 13 spend 500 million nba arena ,0.1,0.7037037037037037,59,0.0,N,N,0.3446421410380548
Former R.I. gubernatorial candidate John Robitaille says unemployment dropped in every state that elected a Republican governor in 2010,University of Rhode Island president David Dooley says that average salaries at URI are the second-lowest among New England’s state universities,former ri gubernatorial candidate john robitaille unemployment dropped every state elected republican governor two thousand ten ,university rhode island president david dooley average salaries uri secondlowest among new englands state universities ,0.03,0.8695652173913043,101,0.0,N,N,0.0
American LeadHERship PAC says Providence has had 100 shootings each year of Angel Taveras' tenure,Gina Raimondo says Providence's pension fund has remained critically underfunded under Angel Taveras,american leadhership pac providence one hundred shootings year angel taveras tenure ,gina raimondo providences pension fund remained critically underfunded angel taveras ,0.11,0.9,59,0.0,N,N,0.2379441116128916
